Industry,Oferta,JobAddLink,SourcePage,NivelCariera,JobAdStartDate,Departament,CompanyName,JobAdDescription,JobTitle,TipJob,JobAdType,ScrapeDate,LimbiStraine,Orase,JobAdApplicantsNr,JobAdSelectionCriteria,JobAdExpireDate,NrJoburi
"[u'Comert / Retail', u'Masini / Auto', u'Media / Internet']",[u'500 - 1000 EURO / luna'],http://www.ejobs.ro/user/locuri-de-munca/asistent-manager-secretar/665422/sqi,http://wwww.ejobs.ro/user/searchjobs?q=&oras%5B%5D=&departament%5B%5D=&industrie%5B%5D=&searchType=simple&time_span=&page_no=&page_results=,"[u'Student', u'Entry-Level/Primii 3 Ani Exp', u'Mid-Level/Peste 3 Ani Exp']",08 Apr 2015,"[u'Administrativ / Logistica', u'Auto / Echipamente', u'Internet / e-Commerce', u'Office / Back-office / Secretariat']",[u'\r\n                                            confidential\r\n                                    '],"[u'<div class=""job-content"">\r\n\r\n                            <div class=""job-content-block"">\r\n                    <h2>Candidatul ideal:</h2>\r\n                    <p>tanara, frumoasa-prezentabila, vesela, descurcareata, cu pofta de viata si implicit de munca , interesata de a invata lucruri noi, caracter frumos. Nu ma intereseaza cate facultati ai,ci ce vrei sa faci si ce fel de om esti . Limba engleza la nivel mediu cel putin is a must .</p>\r\n                </div>\r\n            \r\n                            <div class=""job-content-block"" itemprop=""description"">\r\n                    <h2>Descrierea jobului:</h2>\r\n                    <p>descriere job : preluare comenzi on-line, telefonice, relationare parteneri si clienti externi si interni<br>responsabilitati : totul va fi pe umerii tai ! trebuie sa fii capabila sa te descurci singura in situatii neprevazute, fara a cere ajutorul sefului. Ar fi mai simplu sa descriu ce nu e nevoie sa faci .<br>beneficii : Program relativ flexibil, salar decent si aproape orice altceva iti doresti ,cu limite, evident.</p>\r\n                </div>\r\n            \r\n                            <div class=""job-content-block"">\r\n                    <h2>Descrierea companiei:</h2>\r\n                    <p>comert import/export in industria auto</p>\r\n                </div>\r\n            \r\n        </div>']",[u'\r\n                        Asistent Manager / Secretar\u0103\r\n        '],"[u'Full time', u'Part time']",1,2015-04-08 04:24:43,[u'Engleza'],[u'Cluj-Napoca'],"
                                                    0
                                            ",[],09 Mai 2015,"
                        1
                    "
