Cod SIRUTA;Numele localitatii;Mediu;Cod judet;Numele localitatii superioare
48511;CLONDIRU DE SUS;Rural;BZ;PIETROASELE
50255;COCA-ANTIMIRESTI;Rural;BZ;VINTILA VODA
50264;COCA-NICULESTI;Rural;BZ;VINTILA VODA
46386;COCHIRLEANCA;Rural;BZ;COCHIRLEANCA
46616;COCIRCENI;Rural;BZ;COZIENI
48806;COCONARI;Rural;BZ;POSTA CALNAU
45138;COJANU;Rural;BZ;BERCA
48986;COLIBASI;Rural;BZ;RAMNICELU
47596;COLTANENI;Rural;BZ;MIHAILESTI
46625;COLTENI;Rural;BZ;COZIENI
46448;COLTI;Rural;BZ;COLTI
46466;COLTII DE JOS;Rural;BZ;COLTI
49509;COLTU PIETRII;Rural;BZ;SIRIU
50433;COMISOAIA;Rural;BZ;ZARNESTI
45977;CORBU;Rural;BZ;CATINA
46965;CORBU;Rural;BZ;GLODEANU-SILISTEA
48058;CORNEANU;Rural;BZ;ODAILE
46493;COSTESTI;Rural;BZ;COSTESTI
50497;COSTIENI;Rural;BZ;ZIDURI
48192;COSTOMIRU;Rural;BZ;PARDOSI
48708;COTATCU;Rural;BZ;PODGORIA
46974;COTORCA;Rural;BZ;GLODEANU-SILISTEA
45851;COTU CIORII;Rural;BZ;C.A. ROSETTI
46563;COZIENI;Rural;BZ;COZIENI
48352;CRANG;Rural;BZ;PATARLAGELE
46135;CREVELESTI;Rural;BZ;CHILIILE
50503;CUCULEASA;Rural;BZ;ZIDURI
48584;CURCANESTI;Rural;BZ;PARSCOV
47952;CURMATURA;Urban;BZ;ORAS NEHOIU
49126;DAMBROCA;Rural;BZ;SAGEATA
45708;DANULESTI;Rural;BZ;BUDA
48520;DARA;Rural;BZ;PIETROASELE
48860;DASCALESTI;Rural;BZ;PUIESTI
47480;DEALUL VIEI;Rural;BZ;MEREI
49803;DEDULESTI;Rural;BZ;TOPLICENI
49359;DELENI;Rural;BZ;SCORTOASA
49368;DILMA;Rural;BZ;SCORTOASA
47499;DOBRILESTI;Rural;BZ;MEREI
45049;DOGARI;Rural;BZ;BECENI
44890;DULBANU;Rural;BZ;AMARU
47444;FANTANELE;Rural;BZ;MARGARITESTI
47881;FANTINELE;Rural;BZ;NAENI
46634;FATA LUI NAN;Rural;BZ;COZIENI
47872;FINTESTI;Rural;BZ;NAENI
45414;FISICI;Rural;BZ;BOZIORU
45058;FLORESTI;Rural;BZ;BECENI
47603;FLORICA;Rural;BZ;MIHAILESTI
49983;FOCSANEI;Rural;BZ;VADU PASII
48995;FOTIN;Rural;BZ;RAMNICELU
45799;FRASINET;Rural;BZ;CALVINI
46064;FULGA;Rural;BZ;CERNATESTI
47211;FUNDATA;Rural;BZ;LOPATARI
48361;FUNDATURILE;Rural;BZ;PATARLAGELE
50424;FUNDENI;Rural;BZ;ZARNESTI
47097;FURTUNESTI;Rural;BZ;GURA TEGHII
49171;GAGENI;Rural;BZ;SAHATENI
46778;GALBINASI;Rural;BZ;GALBINASI
46402;GARA BOBOCU;Rural;BZ;COCHIRLEANCA
46279;GARA CILIBIA;Rural;BZ;CILIBIA
45423;GAVANELE;Rural;BZ;BOZIORU
49135;GAVANESTI;Rural;BZ;SAGEATA
46812;GHERASENI;Rural;BZ;GHERASENI
46849;GHERGHEASA;Rural;BZ;GHERGHEASA
46144;GHIOCARI;Rural;BZ;CHILIILE
47685;GHIZDITA;Rural;BZ;MANZALESTI
46876;GLODEANU SARAT;Rural;BZ;GLODEANU SARAT
46929;GLODEANU-SILISTEA;Rural;BZ;GLODEANU-SILISTEA
46153;GLODU-PETCARI;Rural;BZ;CHILIILE
46643;GLODURILE;Rural;BZ;COZIENI
49279;GOICELU;Rural;BZ;SARULESTI
45566;GOIDESTI;Rural;BZ;BRAESTI
49377;GOLU GRABICINA;Rural;BZ;SCORTOASA
46518;GOMOESTI;Rural;BZ;COSTESTI
45904;GONTESTI;Rural;BZ;CANESTI
48067;GORANI;Rural;BZ;ODAILE
48370;GORNET;Rural;BZ;PATARLAGELE
49386;GRABICINA DE JOS;Rural;BZ;SCORTOASA
49395;GRABICINA DE SUS;Rural;BZ;SCORTOASA
49670;GRAJDANA;Rural;BZ;TISAU
47015;GREBANU;Rural;BZ;GREBANU
45646;GRECEANCA;Rural;BZ;BREAZA
45432;GRESIA;Rural;BZ;BOZIORU
46527;GROSANI;Rural;BZ;COSTESTI
47694;GURA BADICULUI;Rural;BZ;MANZALESTI
46359;GURA BISCEI;Rural;BZ;CISLAU
49992;GURA CILNAULUI;Rural;BZ;VADU PASII
45067;GURA DIMIENII;Rural;BZ;BECENI
49812;GURA FAGETULUI;Rural;BZ;TOPLICENI
47505;GURA SARATII;Rural;BZ;MEREI
49527;GURA SIRIULUI;Rural;BZ;SIRIU
47088;GURA TEGHII;Rural;BZ;GURA TEGHII
49402;GURA VAII;Rural;BZ;SCORTOASA
49689;HALES;Rural;BZ;TISAU
50512;HELIADE RADULESCU;Rural;BZ;ZIDURI
47024;HOMESTI;Rural;BZ;GREBANU
46894;ILEANA;Rural;BZ;GLODEANU SARAT
49180;ISTRITA DE JOS;Rural;BZ;SAHATENI
45575;IVANETU;Rural;BZ;BRAESTI
45441;IZVOARELE;Rural;BZ;BOZIORU
49698;IZVORANU;Rural;BZ;TISAU
49652;IZVORU;Rural;BZ;TISAU
46652;IZVORU;Rural;BZ;COZIENI
45076;IZVORU DULCE;Rural;BZ;BECENI
47514;IZVORU DULCE;Rural;BZ;MEREI
47701;JGHIAB;Rural;BZ;MANZALESTI
45147;JOSENI;Rural;BZ;BERCA
48076;LACU;Rural;BZ;ODAILE
48254;LACU CU ANINI;Rural;BZ;PANATAU
44907;LACU SINAIA;Rural;BZ;AMARU
45272;LACURILE;Rural;BZ;BISOCA
50521;LANURILE;Rural;BZ;ZIDURI
47168;LARGU;Rural;BZ;LARGU
49705;LEICULESTI;Rural;BZ;TISAU
46224;LERA;Rural;BZ;CHIOJDU
47809;LIMPEZIS;Rural;BZ;MOVILA BANULUI
49475;LIPANESCU;Rural;BZ;SCUTELNICI
47523;LIPIA;Rural;BZ;MEREI
47033;LIVADA;Rural;BZ;GREBANU
47042;LIVADA MICA;Rural;BZ;GREBANU
45281;LOPATAREASA;Rural;BZ;BISOCA
47195;LOPATARI;Rural;BZ;LOPATARI
47319;LUCIU;Rural;BZ;LUCIU
44916;LUNCA;Rural;BZ;AMARU
48879;LUNCA;Rural;BZ;PUIESTI
45860;LUNCA;Rural;BZ;C.A. ROSETTI
48389;LUNCA;Rural;BZ;PATARLAGELE
48593;LUNCA FRUMOASA;Rural;BZ;PARSCOV
49493;LUNCA JARISTEI;Rural;BZ;SIRIU
47961;LUNCA PRIPORULUI;Urban;BZ;ORAS NEHOIU
47220;LUNCILE;Rural;BZ;LOPATARI
46661;LUNGESTI;Rural;BZ;COZIENI
48888;MACRINA;Rural;BZ;PUIESTI
47346;MAGURA;Rural;BZ;MAGURA
48263;MAGURICEA;Rural;BZ;PANATAU
46073;MANASIA;Rural;BZ;CERNATESTI
48405;MANASTIREA;Rural;BZ;PATARLAGELE
45156;MANASTIREA RATESTI;Rural;BZ;BERCA
47649;MANZALESTI;Rural;BZ;MANZALESTI
46288;MANZU;Rural;BZ;CILIBIA
47382;MARACINENI;Rural;BZ;MARACINENI
47426;MARGARITESTI;Rural;BZ;MARGARITESTI
45085;MARGARITI;Rural;BZ;BECENI
47612;MARGINEANU;Rural;BZ;MIHAILESTI
48398;MARUNTISU;Rural;BZ;PATARLAGELE
49224;MATESTI;Rural;BZ;SAPOCA
49867;MAXENU;Rural;BZ;TINTESTI
47462;MEREI;Rural;BZ;MEREI
50157;MIEREA;Rural;BZ;VERNESTI
47587;MIHAILESTI;Rural;BZ;MIHAILESTI
45511;MITROPOLIA;Rural;BZ;BRADEANU
47970;MLAJET;Urban;BZ;ORAS NEHOIU
50086;MODRENI;Rural;BZ;VALEA SALCIEI
49590;MOISICA;Rural;BZ;SMEENI
49037;MOSESTI;Rural;BZ;ROBEASCA
47783;MOVILA BANULUI;Rural;BZ;MOVILA BANULUI
46297;MOVILA OII;Rural;BZ;CILIBIA
49144;MOVILITA;Rural;BZ;SAGEATA
45717;MUCESTI-DANULESTI;Rural;BZ;BUDA
47827;MURGESTI;Rural;BZ;MURGESTI
48414;MUSCEL;Rural;BZ;PATARLAGELE
50344;MUSCEL;Rural;BZ;VIPERESTI
46475;MUSCELU CARAMANESTI;Rural;BZ;COLTI
49536;MUSCELUSA;Rural;BZ;SIRIU
47863;NAENI;Rural;BZ;NAENI
45913;NEGOSINA;Rural;BZ;CANESTI
47989;NEHOIASU;Urban;BZ;ORAS NEHOIU
47925;NEHOIU;Urban;BZ;ORAS NEHOIU
47104;NEMERTEA;Rural;BZ;GURA TEGHII
50166;NENCIU;Rural;BZ;VERNESTI
47532;NENCIULESTI;Rural;BZ;MEREI
48897;NICOLESTI;Rural;BZ;PUIESTI
50273;NICULESTI;Rural;BZ;VINTILA VODA
50175;NISCOV;Rural;BZ;VERNESTI
46670;NISTORESTI;Rural;BZ;COZIENI
45450;NUCU;Rural;BZ;BOZIORU
49876;ODAIA BANULUI;Rural;BZ;TINTESTI
48030;ODAILE;Rural;BZ;ODAILE
47541;OGRAZILE;Rural;BZ;MEREI
45806;OLARI;Rural;BZ;CALVINI
48600;OLESESTI;Rural;BZ;PARSCOV
48717;ORATIA;Rural;BZ;PODGORIA
50040;OREAVUL;Rural;BZ;VALEA RAMNICULUI
45165;PACLELE;Rural;BZ;BERCA
45922;PACURILE;Rural;BZ;CANESTI
48147;PADINA;Rural;BZ;PADINA
49714;PADURENII;Rural;BZ;TISAU
50353;PALICI;Rural;BZ;VIPERESTI
47998;PALTINENI;Urban;BZ;ORAS NEHOIU
47113;PALTINIS;Rural;BZ;GURA TEGHII
48236;PANATAU;Rural;BZ;PANATAU
48174;PARDOSI;Rural;BZ;PARDOSI
48619;PARJOLESTI;Rural;BZ;PARSCOV
48566;PARSCOV;Rural;BZ;PARSCOV
45593;PARSCOVELU;Rural;BZ;BRAESTI
48334;PATARLAGELE;Urban;BZ;PATARLAGELE
47239;PESTRITU;Rural;BZ;LOPATARI
50282;PETRACHESTI;Rural;BZ;VINTILA VODA
48959;PETRISORU;Rural;BZ;RACOVITENI
48085;PIATRA ALBA;Rural;BZ;ODAILE
46689;PIETRARU;Rural;BZ;COZIENI
48539;PIETROASA MICA;Rural;BZ;PIETROASELE
48496;PIETROASELE;Rural;BZ;PIETROASELE
46536;PIETROSU;Rural;BZ;COSTESTI
45584;PINU;Rural;BZ;BRAESTI
46901;PITULICEA;Rural;BZ;GLODEANU SARAT
48272;PLAISOR;Rural;BZ;PANATAU
47248;PLAIU NUCULUI;Rural;BZ;LOPATARI
47710;PLAVATU;Rural;BZ;MANZALESTI
46233;PLESCIOARA;Rural;BZ;CHIOJDU
45174;PLESCOI;Rural;BZ;BERCA
45183;PLESESTI;Rural;BZ;BERCA
48726;PLESESTI;Rural;BZ;PODGORIA
45290;PLESI;Rural;BZ;BISOCA
47051;PLEVNA;Rural;BZ;GREBANU
49411;PLOPEASA;Rural;BZ;SCORTOASA
48904;PLOPI;Rural;BZ;PUIESTI
47257;PLOSTINA;Rural;BZ;LOPATARI
48691;PODGORIA;Rural;BZ;PODGORIA
50291;PODU MUNCII;Rural;BZ;VINTILA VODA
46242;POENITELE;Rural;BZ;CHIOJDU
48753;POGOANELE;Urban;BZ;ORAS POGOANELE
49885;POGONELE;Rural;BZ;TINTESTI
46162;POIANA PLETARI;Rural;BZ;CHILIILE
47729;POIANA VILCULUI;Rural;BZ;MANZALESTI
48423;POIENILE;Rural;BZ;PATARLAGELE
49420;POLICIORI;Rural;BZ;SCORTOASA
48094;POSOBESTI;Rural;BZ;ODAILE
49821;POSTA;Rural;BZ;TOPLICENI
46304;POSTA;Rural;BZ;CILIBIA
48780;POSTA CALNAU;Rural;BZ;POSTA CALNAU
47266;POTECU;Rural;BZ;LOPATARI
48815;POTIRNICHESTI;Rural;BZ;POSTA CALNAU
47408;POTOCENI;Rural;BZ;MARACINENI
47890;PROSCA;Rural;BZ;NAENI
50442;PRUNENI;Rural;BZ;ZARNESTI
48851;PUIESTI DE JOS;Rural;BZ;PUIESTI
48913;PUIESTII DE SUS;Rural;BZ;PUIESTI
46698;PUNGA;Rural;BZ;COZIENI
48931;RACOVITENI;Rural;BZ;RACOVITENI
49830;RADUCESTI;Rural;BZ;TOPLICENI
48977;RAMNICELU;Rural;BZ;RAMNICELU
44854;RAMNICU SARAT;Urban;BZ;MUNICIPIUL RAMNICU SARAT
45192;RATESTI;Rural;BZ;BERCA
45307;RECEA;Rural;BZ;BISOCA
48281;RIPILE;Rural;BZ;PANATAU
49028;ROBEASCA;Rural;BZ;ROBEASCA
48628;ROBESTI;Rural;BZ;PARSCOV
46411;ROSIORU;Rural;BZ;COCHIRLEANCA
50059;RUBLA;Rural;BZ;VALEA RAMNICULUI
45600;RUGINOASA;Rural;BZ;BRAESTI
48637;RUNCU;Rural;BZ;PARSCOV
50362;RUSAVAT;Rural;BZ;VIPERESTI
49055;RUSETU;Rural;BZ;RUSETU
49082;SAGEATA;Rural;BZ;SAGEATA
49162;SAHATENI;Rural;BZ;SAHATENI
49723;SALCIA;Rural;BZ;TISAU
46858;SALCIOARA;Rural;BZ;GHERGHEASA
49215;SAPOCA;Rural;BZ;SAPOCA
48548;SARANGA;Rural;BZ;PIETROASELE
49938;SARATA;Rural;BZ;ULMENI
47550;SARATA-MONTEORU;Rural;BZ;MEREI
50308;SARBESTI;Rural;BZ;VINTILA VODA
47275;SARENI;Rural;BZ;LOPATARI
45316;SARILE;Rural;BZ;BISOCA
49288;SARILE-CATUN;Rural;BZ;SARULESTI
49242;SARULESTI;Rural;BZ;SARULESTI
50184;SASENII NOI;Rural;BZ;VERNESTI
50193;SASENII PE VALE;Rural;BZ;VERNESTI
50200;SASENII VECHI;Rural;BZ;VERNESTI
47621;SATU NOU;Rural;BZ;MIHAILESTI
46983;SATU NOU;Rural;BZ;GLODEANU-SILISTEA
47738;SATU VECHI;Rural;BZ;MANZALESTI
45209;SATUC;Rural;BZ;BERCA
45469;SCAENI;Rural;BZ;BOZIORU
46368;SCARISOARA;Rural;BZ;CISLAU
47177;SCARLATESTI;Rural;BZ;LARGU
48101;SCOROSESTI;Rural;BZ;ODAILE
44925;SCORTEANCA;Rural;BZ;AMARU
49322;SCORTOASA;Rural;BZ;SCORTOASA
50004;SCURTESTI;Rural;BZ;VADU PASII
49448;SCUTELNICI;Rural;BZ;SCUTELNICI
47122;SECUIU;Rural;BZ;GURA TEGHII
49064;SERGENT IONEL STEFAN;Rural;BZ;RUSETU
48290;SIBICIU DE JOS;Rural;BZ;PANATAU
48432;SIBICIU DE SUS;Rural;BZ;PATARLAGELE
45325;SINDRILA;Rural;BZ;BISOCA
45986;SLOBOZIA;Rural;BZ;CATINA
45520;SMARDAN;Rural;BZ;BRADEANU
49554;SMEENI;Rural;BZ;SMEENI
50317;SMEESTI;Rural;BZ;VINTILA VODA
45352;SORESTI;Rural;BZ;BLAJANI
46545;SPATARU;Rural;BZ;COSTESTI
45726;SPIDELE;Rural;BZ;BUDA
49634;STALPU;Rural;BZ;STALPU
50013;STANCESTI;Rural;BZ;VADU PASII
48003;STANILA;Urban;BZ;ORAS NEHOIU
44970;STAVARASTI;Rural;BZ;BALTA ALBA
49000;STIUBEI;Rural;BZ;RAMNICELU
49732;STREZENI;Rural;BZ;TISAU
48441;STROESTI;Rural;BZ;PATARLAGELE
45931;SUCHEA;Rural;BZ;CANESTI
48824;SUDITI;Rural;BZ;POSTA CALNAU
46821;SUDITI;Rural;BZ;GHERASENI
48735;TABACARI;Rural;BZ;PODGORIA
46796;TABARASTI;Rural;BZ;GALBINASI
48646;TARCOV;Rural;BZ;PARSCOV
46420;TARLELE;Rural;BZ;COCHIRLEANCA
45218;TATARLIGU;Rural;BZ;BERCA
48156;TATULESTI;Rural;BZ;PADINA
48307;TEGA;Rural;BZ;PANATAU
46705;TEISU;Rural;BZ;COZIENI
47284;TERCA;Rural;BZ;LOPATARI
49858;TINTESTI;Rural;BZ;TINTESTI
49741;TISAU;Rural;BZ;TISAU
48655;TOCILENI;Rural;BZ;PARSCOV
49778;TOPLICENI;Rural;BZ;TOPLICENI
45735;TOROPALESTI;Rural;BZ;BUDA
46714;TRESTIA;Rural;BZ;COZIENI
48664;TRESTIENI;Rural;BZ;PARSCOV
46171;TRESTIOARA;Rural;BZ;CHILIILE
47747;TRESTIOARA;Rural;BZ;MANZALESTI
50371;TRONARI;Rural;BZ;VIPERESTI
46723;TULBUREA;Rural;BZ;COZIENI
49607;UDATI-LUCIENI;Rural;BZ;SMEENI
49616;UDATI-MANZU;Rural;BZ;SMEENI
49901;ULMENI;Rural;BZ;ULMENI
45478;ULMET;Rural;BZ;BOZIORU
47364;UNGURIU;Rural;BZ;MAGURA
50380;URSOAIA;Rural;BZ;VIPERESTI
46992;VACAREASCA;Rural;BZ;GLODEANU-SILISTEA
47131;VADU OII;Rural;BZ;GURA TEGHII
49965;VADU PASII;Rural;BZ;VADU PASII
50451;VADU SORESTI;Rural;BZ;ZARNESTI
49947;VALCELE;Rural;BZ;ULMENI
50406;VALCELELE;Rural;BZ;VALCELELE
46732;VALEA BANULUI;Rural;BZ;COZIENI
45995;VALEA CATINEI;Rural;BZ;CATINA
47756;VALEA COTOAREI;Rural;BZ;MANZALESTI
48110;VALEA FINTINEI;Rural;BZ;ODAILE
45744;VALEA LARGA;Rural;BZ;BUDA
49297;VALEA LARGA-SARULESTI;Rural;BZ;SARULESTI
48209;VALEA LUI LALU;Rural;BZ;PARDOSI
48450;VALEA LUPULUI;Rural;BZ;PATARLAGELE
45227;VALEA NUCULUI;Rural;BZ;BERCA
45094;VALEA PARULUI;Rural;BZ;BECENI
48673;VALEA PURCARULUI;Rural;BZ;PARSCOV
47569;VALEA PUTULUI MEREI;Rural;BZ;MEREI
50031;VALEA RAMNICULUI;Rural;BZ;VALEA RAMNICULUI
47845;VALEA RATEI;Rural;BZ;MURGESTI
46741;VALEA ROATEI;Rural;BZ;COZIENI
50077;VALEA SALCIEI;Rural;BZ;VALEA SALCIEI
50095;VALEA SALCIEI-CATUN;Rural;BZ;VALEA SALCIEI
49750;VALEA SALCIILOR;Rural;BZ;TISAU
48218;VALEA SCHIOPULUI;Rural;BZ;PARDOSI
48469;VALEA SIBICIULUI;Rural;BZ;PATARLAGELE
48129;VALEA STEFANULUI;Rural;BZ;ODAILE
49304;VALEA STINEI;Rural;BZ;SARULESTI
47765;VALEA URSULUI;Rural;BZ;MANZALESTI
45940;VALEA VERZEI;Rural;BZ;CANESTI
48478;VALEA VIEI;Rural;BZ;PATARLAGELE
45655;VALEANCA-VILANESTI;Rural;BZ;BREAZA
47907;VARF;Rural;BZ;NAENI
47140;VARLAAM;Rural;BZ;GURA TEGHII
47293;VARTEJU;Rural;BZ;LOPATARI
45487;VAVALUCILE;Rural;BZ;BOZIORU
50111;VERNESTI;Rural;BZ;VERNESTI
45236;VIFORATA;Rural;BZ;BERCA
48012;VINETISU;Urban;BZ;ORAS NEHOIU
50237;VINTILA VODA;Rural;BZ;VINTILA VODA
49199;VINTILEANCA;Rural;BZ;SAHATENI
50335;VIPERESTI;Rural;BZ;VIPERESTI
45664;VISPESTI;Rural;BZ;BREAZA
45879;VIZIRENI;Rural;BZ;C.A. ROSETTI
46082;VLADENI;Rural;BZ;CERNATESTI
48316;ZAHARESTI;Rural;BZ;PANATAU
47060;ZAPLAZI;Rural;BZ;GREBANU
46750;ZAPODIA;Rural;BZ;COZIENI
50460;ZARNESTI;Rural;BZ;ZARNESTI
46091;ZARNESTII DE SLANIC;Rural;BZ;CERNATESTI
46000;ZELETIN;Rural;BZ;CATINA
50488;ZIDURI;Rural;BZ;ZIDURI
48833;ZILISTEANCA;Rural;BZ;POSTA CALNAU
50530;ZOITA;Rural;BZ;ZIDURI
50219;ZORESTI;Rural;BZ;VERNESTI
56586;AGARBICIU;Rural;CJ;CAPUSU MARE
55482;AGHIRESU;Rural;CJ;AGHIRESU
55491;AGHIRESU-FABRICI;Rural;CJ;AGHIRESU
58026;AGRIS;Rural;CJ;IARA
55605;AITON;Rural;CJ;AITON
55632;ALUNIS;Rural;CJ;ALUNIS
59452;ALUNISU;Rural;CJ;SANCRAIU
56862;ANDICI;Rural;CJ;CEANU MARE
56112;ANTAS;Rural;CJ;BOBALNA
55696;APAHIDA;Rural;CJ;APAHIDA
58419;ARDEOVA;Rural;CJ;MANASTIRENI
55507;ARGHISU;Rural;CJ;AGHIRESU
59675;ARUNCUTA;Rural;CJ;SUATU
55785;ASCHILEU MARE;Rural;CJ;ASCHILEU
55794;ASCHILEU MIC;Rural;CJ;ASCHILEU
56121;BABDIU;Rural;CJ;BOBALNA
60115;BABUTIU;Rural;CJ;VULTURENI
55847;BACIU;Rural;CJ;BACIU
58749;BADENI;Rural;CJ;MOLDOVENESTI
60124;BADESTI;Rural;CJ;VULTURENI
58810;BAGACIU;Rural;CJ;PALATCA
55516;BAGARA;Rural;CJ;AGHIRESU
55927;BAISOARA;Rural;CJ;BAISOARA
55400;BAITA;Urban;CJ;MUNICIPIUL GHERLA
56032;BALCESTI;Rural;CJ;BELIS
56595;BALCESTI;Rural;CJ;CAPUSU MARE
56372;BARAI;Rural;CJ;CAIANU
57467;BARLEA;Rural;CJ;CORNESTI
59906;BATIN;Rural;CJ;UNGURAS
58428;BEDECIU;Rural;CJ;MANASTIRENI
56023;BELIS;Rural;CJ;BELIS
57760;BERCHIESU;Rural;CJ;FRATA
59602;BERINDU;Rural;CJ;SANPAUL
58437;BICA;Rural;CJ;MANASTIRENI
55464;BICALATU;Urban;CJ;ORAS HUEDIN
56130;BLIDARESTI;Rural;CJ;BOBALNA
56103;BOBALNA;Rural;CJ;BOBALNA
58482;BOCIU;Rural;CJ;MARGAU
55703;BODROG;Rural;CJ;APAHIDA
56443;BOGATA;Rural;CJ;CALARASI
59960;BOGATA DE JOS;Rural;CJ;VAD
59979;BOGATA DE SUS;Rural;CJ;VAD
56871;BOIAN;Rural;CJ;CEANU MARE
57378;BOJ-CATUN;Rural;CJ;COJOCNA
57387;BOJU;Rural;CJ;COJOCNA
56880;BOLDUT;Rural;CJ;CEANU MARE
59069;BOLOGA;Rural;CJ;POIENI
57662;BONT;Rural;CJ;FIZESU GHERLII
56229;BONTIDA;Rural;CJ;BONTIDA
56274;BORSA;Rural;CJ;BORSA
56283;BORSA-CATUN;Rural;CJ;BORSA
56292;BORSA-CRESTAIA;Rural;CJ;BORSA
58035;BORZESTI;Rural;CJ;IARA
58641;BOTENI;Rural;CJ;MOCIU
59461;BRAISORU;Rural;CJ;SANCRAIU
57181;BUCEA;Rural;CJ;NEGRENI
58570;BUNESTI;Rural;CJ;MINTIU GHERLII
58044;BURU;Rural;CJ;IARA
58491;BUTENI;Rural;CJ;MARGAU
56336;BUZA;Rural;CJ;BUZA
58053;CACOVA IERII;Rural;CJ;IARA
56363;CAIANU;Rural;CJ;CAIANU
56381;CAIANU MIC;Rural;CJ;CAIANU
56390;CAIANU-VAMA;Rural;CJ;CAIANU
56434;CALARASI;Rural;CJ;CALARASI
56452;CALARASI-GARA;Rural;CJ;CALARASI
56489;CALATA;Rural;CJ;CALATELE
56470;CALATELE;Rural;CJ;CALATELE
59988;CALNA;Rural;CJ;VAD
56531;CAMARASU;Rural;CJ;CAMARASU
55712;CAMPENESTI;Rural;CJ;APAHIDA
55366;CAMPIA TURZII;Urban;CJ;MUNICIPIUL CAMPIA TURZII
59158;CAPRIOARA;Rural;CJ;RECEA-CRISTUR
56577;CAPUSU MARE;Rural;CJ;CAPUSU MARE
56602;CAPUSU MIC;Rural;CJ;CAPUSU MARE
57396;CARA;Rural;CJ;COJOCNA
56675;CASEIU;Rural;CJ;CASEIU
57608;CASELE MICESTI;Rural;CJ;FELEACU
58874;CATALINA;Rural;CJ;PANTICEU
57323;CATCAU;Rural;CJ;CATCAU
56782;CATINA;Rural;CJ;CATINA
59513;CEABA;Rural;CJ;SANMARTIN
56853;CEANU MARE;Rural;CJ;CEANU MARE
59782;CEANU MIC;Rural;CJ;TURENI
59078;CERBESTI;Rural;CJ;POIENI
60044;CERC;Rural;CJ;VALEA IERII
59997;CETAN;Rural;CJ;VAD
55295;CHEIA;Rural;CJ;MIHAI VITEAZU
58650;CHESAU;Rural;CJ;MOCIU
60133;CHIDEA;Rural;CJ;VULTURENI
56997;CHINTENI;Rural;CJ;CHINTENI
57859;CHIRIS;Rural;CJ;GEACA
57092;CHIUIESTI;Rural;CJ;CHIUIESTI
59167;CIUBANCA;Rural;CJ;RECEA-CRISTUR
59176;CIUBANCUTA;Rural;CJ;RECEA-CRISTUR
57172;CIUCEA;Rural;CJ;CIUCEA
58507;CIULENI;Rural;CJ;MARGAU
56309;CIUMAFAIA;Rural;CJ;BORSA
56899;CIURGAU;Rural;CJ;CEANU MARE
57234;CIURILA;Rural;CJ;CIURILA
59719;CLAPA;Rural;CJ;TRITENII DE JOS
54984;CLUJ-NAPOCA;Urban;CJ;MUNICIPIUL CLUJ-NAPOCA
56238;COASTA;Rural;CJ;BONTIDA
55124;CODOR;Rural;CJ;JICHISU DE JOS
57369;COJOCNA;Rural;CJ;COJOCNA
59728;COLONIA;Rural;CJ;TRITENII DE JOS
56684;COMORITA;Rural;CJ;CASEIU
59791;COMSESTI;Rural;CJ;TURENI
55339;COPACENI;Rural;CJ;SANDULESTI
56693;COPLEAN;Rural;CJ;CASEIU
56791;COPRU;Rural;CJ;CATINA
55641;CORNENI;Rural;CJ;ALUNIS
57458;CORNESTI;Rural;CJ;CORNESTI
57966;CORNESTI;Rural;CJ;GARBAU
55302;CORNESTI;Rural;CJ;MIHAI VITEAZU
55721;CORPADEA;Rural;CJ;APAHIDA
55856;CORUSU;Rural;CJ;BACIU
58936;CRAESTI;Rural;CJ;PETRESTII DE JOS
59014;CRAIRAT;Rural;CJ;PLOSCOS
56149;CREMENEA;Rural;CJ;BOBALNA
58669;CRISENI;Rural;CJ;MOCIU
55801;CRISTOREL;Rural;CJ;ASCHILEU
58883;CUBLESU SOMESAN;Rural;CJ;PANTICEU
60008;CURTUIUSU DEJULUI;Rural;CJ;VAD
56700;CUSTURA;Rural;CJ;CASEIU
59522;CUTCA;Rural;CJ;SANMARTIN
55071;CUZDRIOARA;Rural;CJ;CUZDRIOARA
57555;DABACA;Rural;CJ;DABACA
55188;DAMBU MARE;Rural;CJ;MICA
59684;DAMBURILE;Rural;CJ;SUATU
55525;DANCU;Rural;CJ;AGHIRESU
56611;DANGAU MARE;Rural;CJ;CAPUSU MARE
56620;DANGAU MIC;Rural;CJ;CAPUSU MARE
58892;DARJA;Rural;CJ;PANTICEU
59915;DAROT;Rural;CJ;UNGURAS
56041;DEALU BOTII;Rural;CJ;BELIS
59256;DEALU MARE;Rural;CJ;RISCA
56498;DEALU NEGRU;Rural;CJ;CALATELE
55017;DEJ;Urban;CJ;MUNICIPIUL DEJ
58945;DELENI;Rural;CJ;PETRESTII DE JOS
57001;DEUSU;Rural;CJ;CHINTENI
55730;DEZMIR;Rural;CJ;APAHIDA
59531;DIVICIORII MARI;Rural;CJ;SANMARTIN
59540;DIVICIORII MICI;Rural;CJ;SANMARTIN
59470;DOMOSU;Rural;CJ;SANCRAIU
55810;DORNA;Rural;CJ;ASCHILEU
55534;DOROLTU;Rural;CJ;AGHIRESU
57109;DOSU BRICII;Rural;CJ;CHIUIESTI
56906;DOSU NAPULUI;Rural;CJ;CEANU MARE
58446;DRETEA;Rural;CJ;MANASTIRENI
56639;DUMBRAVA;Rural;CJ;CAPUSU MARE
59185;ELCIU;Rural;CJ;RECEA-CRISTUR
